job_plan_code,user_code_hash,trust_level_code,parent_trust_level_code,department,specialty,planning_year,plan_stage,currentStageOrdinal,daysInCurrentStage,pAsPerWeek,paidPA,minsPerWeek,ntPerPA,workType,doctorClassification,isSignedUpToNewContract,isAnnualised,uses5thWeekPerQuarter,hasTeamPlanLink,totalPAs,dccPAs,spaPAs,cpPAs,otherPAs,isOnCall,isShift,isCPD,priorTotalPAs,priorDccPAs,priorSpaPAs,yearsSinceLastPlan,peerMedianSpaShare,peerMedianDccShare,peerGroupSize,paLimitBreach,spaAbovePeerThreshold,missingTeamPlanLink,teamPlanAlignmentScore,teamDemandPAs,teamPlannedCapacityPAs,historyChangeCount,hasMediationOrAppeal,hasNewManagerChanges,planReturnedToDiscussionAfterSignoff,isLocum,gradeCode,isConsultant
JP-2026-001193,C7E80C801B558893,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,Discussion,2,75,10.0,10.0,2400,240,FullTime,Consultant,true,false,true,false,10.0,6.75,3.0,0.25,0.0,true,false,false,10.25,7.0,2.75,1,0.18,0.78,6,false,true,true,,,,17,false,true,false,false,CONS,true
JP-2022-001194,183E37B7DD739514,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2022,Draft,1,13,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.0,3.5,0.0,0.0,false,false,false,10.5,7.75,2.0,1,0.18,0.78,8,false,true,false,1.014,51.0,51.7,3,true,false,false,false,CONS,true
JP-2022-001195,5B2843B505BD7372,TLC-ENT,TLC-SURG,Surgery,ENT,2022,SignOff,3,42,11.25,11.25,2700,240,FullTime,SAS,true,false,false,true,11.25,8.75,2.25,0.25,0.0,true,false,false,11.0,8.5,2.25,1,0.18,0.77,7,true,false,false,0.957,29.9,28.6,7,false,false,false,false,SAS,false
JP-2024-001196,ABD0E7E918BEF6BE,TLC-RENAL,TLC-MED,Medicine,Renal,2024,Locked,4,194,9.5,9.5,2280,240,FullTime,Consultant,true,false,false,true,9.5,6.75,2.5,0.25,0.0,false,false,false,9.75,6.5,2.5,1,0.21,0.73,16,false,false,false,0.95,33.7,32.0,31,false,true,false,false,CONS,true
JP-2025-001197,EA23EC2A8D8EA5F4,TLC-RESP,TLC-MED,Medicine,Respiratory,2025,SignOff,3,50,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.75,1.75,0.0,0.5,true,false,true,10.0,8.0,1.25,1,0.2,0.75,17,false,false,false,1.005,39.5,39.7,0,false,false,false,false,CONS,true
JP-2022-001198,A4C7CF3CBB5D68ED,TLC-NEURO,TLC-MED,Medicine,Neurology,2022,SignOff,3,55,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,6.75,2.5,0.0,0.75,false,false,false,9.75,7.0,2.5,1,0.21,0.73,9,false,false,false,0.819,33.1,27.1,8,false,false,false,false,CONS,true
JP-2023-001199,A0F2847B064E9FB1,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2023,Locked,4,25,12.25,12.25,2940,240,FullTime,Consultant,true,false,false,true,12.25,9.0,3.25,0.0,0.0,false,false,false,12.5,9.75,2.5,1,0.17,0.79,13,true,true,false,,,,19,false,true,false,false,CONS,true
JP-2026-001200,A7786BD0E1EE8D08,TLC-ONC,TLC-MED,Medicine,Oncology,2026,SignOff,3,42,10.5,10.5,2520,240,FullTime,Associate Specialist,true,false,false,false,10.5,7.25,2.0,0.25,1.0,false,false,false,10.75,7.25,2.25,2,0.19,0.76,23,false,false,true,1.007,27.7,27.9,6,false,false,false,true,ASSOCSPEC,false
JP-2025-001201,86AAB4ED2EF7CAC7,TLC-CARD,TLC-MED,Medicine,Cardiology,2025,Discussion,2,17,11.25,11.25,2700,240,FullTime,Consultant,false,false,false,false,11.25,8.5,1.75,0.25,0.75,true,false,false,10.5,8.5,1.75,1,0.22,0.74,24,false,false,true,0.97,46.7,45.3,0,false,false,false,false,CONS,true
JP-2026-001202,03A8C5C5C62DAC15,TLC-ONC,TLC-MED,Medicine,Oncology,2026,SignOff,3,19,9.5,9.5,2280,240,FullTime,Consultant,true,true,false,true,9.5,6.75,2.0,0.5,0.25,false,false,false,9.25,7.25,2.0,1,0.19,0.76,5,false,false,false,0.918,32.8,30.1,0,false,false,false,false,CONS,true
JP-2026-001203,D5F7E26F1D2399FB,TLC-RESP,TLC-MED,Medicine,Respiratory,2026,Draft,1,12,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.25,2.0,0.5,0.25,false,false,false,10.25,7.5,2.25,2,0.2,0.75,7,false,false,false,0.975,47.7,46.5,5,false,false,false,false,CONS,true
JP-2026-001204,0F2061DEE39EF57A,TLC-ENT,TLC-SURG,Surgery,ENT,2026,SignOff,3,57,9.5,9.5,2280,240,FullTime,Consultant,false,false,false,true,9.5,7.0,2.0,0.5,0.0,true,false,true,8.75,6.75,1.75,1,0.18,0.77,14,false,false,false,0.773,33.9,26.2,8,false,false,false,false,CONS,true
JP-2024-001205,7CF6EB8B2102C8F9,TLC-RESP,TLC-MED,Medicine,Respiratory,2024,SignOff,3,134,9.5,9.5,2280,240,FullTime,Associate Specialist,true,false,false,true,9.5,6.25,2.75,0.5,0.0,true,false,true,8.75,5.75,2.75,2,0.2,0.75,31,false,true,false,0.959,39.5,37.9,19,false,false,false,false,ASSOCSPEC,false
JP-2026-001206,B2E71CE4D322C87A,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2026,Draft,1,8,10.75,10.75,2580,240,FullTime,Consultant,true,false,false,true,10.75,7.25,2.0,0.0,1.5,false,false,true,10.75,7.25,2.25,1,0.18,0.78,24,false,false,false,0.992,53.3,52.9,6,false,false,false,false,CONS,true
JP-2023-001207,2DC31D18E5B8F429,TLC-ENT,TLC-SURG,Surgery,ENT,2023,SignOff,3,52,10.0,10.0,2400,240,FullTime,SAS,true,false,false,true,10.0,6.25,3.0,0.75,0.0,false,false,true,10.0,7.5,1.25,2,0.18,0.77,6,false,true,false,0.741,35.9,26.6,10,false,true,false,false,SAS,false
JP-2026-001208,FBEAA5CDFF17FEB5,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,SignOff,3,38,11.5,11.5,2760,240,FullTime,Consultant,false,true,true,false,11.5,8.75,2.25,0.5,0.0,false,false,false,11.75,9.0,2.5,1,0.18,0.78,32,false,false,true,0.947,30.0,28.4,4,false,false,false,false,CONS,true
JP-2026-001209,6B3AF3610DAC4D64,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2026,Draft,1,3,11.25,11.25,2700,240,FullTime,SAS,true,false,false,false,11.25,8.5,1.75,0.25,0.75,false,false,true,11.0,8.5,1.75,1,0.2,0.76,30,true,false,true,,,,5,false,false,false,false,SAS,false
JP-2022-001210,9A08B124CF0F47CA,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2022,Draft,1,5,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,8.0,2.75,0.25,0.0,true,false,false,11.0,8.0,2.5,1,0.2,0.76,30,false,false,false,0.972,56.2,54.6,5,false,false,false,false,CONS,true
JP-2023-001211,8DA8CDEC5E00A7FE,TLC-RESP,TLC-MED,Medicine,Respiratory,2023,Draft,1,61,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.5,2.25,0.25,0.0,true,false,true,9.5,7.0,2.25,1,0.2,0.75,6,false,false,false,1.014,43.2,43.8,36,false,false,false,false,CONS,true
JP-2023-001212,6CE38326C5142610,TLC-DERM,TLC-MED,Medicine,Dermatology,2023,SignOff,3,41,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.25,2.25,0.0,0.0,false,true,false,10.5,8.5,2.25,2,0.18,0.78,23,false,false,false,0.896,29.8,26.7,3,false,false,false,false,CONS,true
JP-2026-001213,C42BBDC908C66B0F,TLC-RESP,TLC-MED,Medicine,Respiratory,2026,Draft,1,9,5.5,5.5,1320,240,PartTime,Consultant,true,false,false,true,5.5,3.75,1.0,0.25,0.5,true,false,true,5.5,3.5,1.0,1,0.2,0.75,9,false,false,false,1.036,36.3,37.6,7,false,false,false,false,CONS,true
JP-2024-001214,B50A54D762ED37C4,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2024,SignOff,3,52,11.5,11.5,2760,240,FullTime,SAS,true,false,false,true,11.5,9.0,2.25,0.25,0.0,false,false,false,11.75,9.25,2.25,1,0.2,0.76,26,true,false,false,0.864,52.3,45.2,4,true,false,false,true,SAS,false
JP-2026-001215,E334A4C61C32EE68,TLC-ONC,TLC-MED,Medicine,Oncology,2026,SignOff,3,41,6.0,6.0,1440,240,PartTime,Consultant,true,false,false,true,6.0,4.25,1.25,0.5,0.0,true,false,false,6.5,4.5,1.0,1,0.19,0.76,15,false,false,false,0.913,34.5,31.5,4,false,false,false,false,CONS,true
JP-2025-001216,3B0A0F87B998F9A2,TLC-RENAL,TLC-MED,Medicine,Renal,2025,Discussion,2,79,5.5,5.5,1320,240,PartTime,Consultant,true,false,false,true,5.5,3.5,1.75,0.25,0.0,true,false,true,5.25,3.0,1.75,1,0.21,0.73,27,false,true,false,0.887,28.4,25.2,29,false,false,true,false,CONS,true
JP-2026-001217,009390171AA95143,TLC-UROL,TLC-SURG,Surgery,Urology,2026,Draft,1,17,12.25,12.25,2940,240,FullTime,Consultant,true,false,false,true,12.25,8.75,2.5,0.0,1.0,false,false,false,11.75,9.0,2.75,1,0.19,0.76,17,true,false,false,0.986,36.5,36.0,1,false,true,false,false,CONS,true
JP-2023-001218,51CAD0FFDD333A8E,TLC-NEURO,TLC-MED,Medicine,Neurology,2023,Locked,4,110,8.0,8.0,1920,240,PartTime,Consultant,true,false,false,true,8.0,5.5,1.75,0.75,0.0,true,false,true,7.75,5.75,1.75,1,0.21,0.73,21,false,false,false,0.848,40.8,34.6,6,false,false,false,false,CONS,true
JP-2023-001219,F52A14A2F3788901,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2023,Locked,4,46,11.5,11.5,2760,240,FullTime,SAS,true,false,true,true,11.5,7.25,3.75,0.5,0.0,false,false,false,12.0,8.5,3.0,1,0.18,0.78,17,true,true,false,,,,9,false,false,false,false,SAS,false
JP-2024-001220,BEC593F84D64E0DE,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2024,Discussion,2,33,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.75,1.5,0.25,0.75,false,false,true,9.75,7.5,1.25,1,0.18,0.78,11,false,false,false,1.022,55.4,56.6,2,false,true,false,false,CONS,true
JP-2026-001221,A0CD98D13E2B56FC,TLC-UROL,TLC-SURG,Surgery,Urology,2026,SignOff,3,59,9.5,9.5,2280,240,PartTime,Consultant,true,false,false,true,9.5,7.0,1.75,0.0,0.75,false,false,false,9.75,7.25,2.0,1,0.19,0.76,13,false,false,false,0.977,35.2,34.4,5,false,false,false,false,CONS,true
JP-2026-001222,B22852CC88A51020,TLC-ENT,TLC-SURG,Surgery,ENT,2026,Locked,4,26,11.5,11.5,2760,240,FullTime,SAS,true,false,false,true,11.5,8.75,1.75,0.0,1.0,false,false,false,10.75,9.0,2.0,2,0.18,0.77,14,true,false,false,1.036,39.0,40.4,5,false,true,false,false,SAS,false
JP-2024-001223,BA9A8A69F4A09A0E,TLC-CARD,TLC-MED,Medicine,Cardiology,2024,SignOff,3,69,11.75,11.75,2820,240,FullTime,Associate Specialist,true,false,false,true,11.75,8.25,2.5,0.25,0.75,false,false,false,11.25,8.5,2.25,1,0.22,0.74,18,true,false,false,0.944,49.8,47.0,3,false,false,false,false,ASSOCSPEC,false
JP-2026-001224,9F3090CD5E28D361,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2026,Discussion,2,10,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,9.5,2.5,0.0,0.0,false,false,true,12.0,9.75,2.5,2,0.17,0.79,9,false,false,false,1.032,43.6,45.0,1,false,false,false,false,CONS,true
JP-2023-001225,0BA1CA0551073FFA,TLC-ONC,TLC-MED,Medicine,Oncology,2023,SignOff,3,24,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.25,2.0,0.0,1.25,true,false,true,11.0,7.75,1.75,2,0.19,0.76,21,false,false,false,0.931,31.9,29.7,6,false,true,false,false,CONS,true
JP-2025-001226,8A6E884090A1DC03,TLC-ENT,TLC-SURG,Surgery,ENT,2025,Draft,1,5,5.75,5.75,1380,240,PartTime,Consultant,true,false,false,true,5.75,4.5,0.75,0.5,0.0,true,false,true,5.75,4.75,1.0,1,0.18,0.77,22,false,false,false,1.007,29.2,29.4,6,false,true,false,false,CONS,true
JP-2024-001227,B60A377ED4309FFE,TLC-ONC,TLC-MED,Medicine,Oncology,2024,Locked,4,112,11.75,11.75,2820,240,FullTime,Consultant,false,true,false,true,11.75,8.25,2.25,0.25,1.0,false,false,true,11.0,8.0,2.0,1,0.19,0.76,21,false,false,false,0.874,27.0,23.6,2,false,false,false,false,CONS,true
JP-2024-001228,DFBDB5A76CEF6157,TLC-ONC,TLC-MED,Medicine,Oncology,2024,SignOff,3,42,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.0,2.0,0.0,0.5,true,false,false,10.0,8.0,1.75,1,0.19,0.76,24,false,false,false,0.974,30.6,29.8,1,false,false,false,false,CONS,true
JP-2026-001229,29E6B14837563A5B,TLC-RENAL,TLC-MED,Medicine,Renal,2026,Discussion,2,21,10.25,10.25,2460,240,FullTime,SAS,true,false,false,true,10.25,7.0,2.5,0.0,0.75,false,false,true,9.75,7.25,2.25,1,0.21,0.73,33,false,false,false,0.946,35.3,33.4,1,false,false,false,false,SAS,false
JP-2024-001230,FF075D3BF23FA01F,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2024,Discussion,2,20,9.0,9.0,2160,240,PartTime,Consultant,true,false,false,true,9.0,6.5,2.0,0.0,0.5,true,false,false,8.75,6.25,2.25,2,0.17,0.79,10,false,false,false,0.986,43.1,42.5,8,false,true,false,false,CONS,true
JP-2025-001231,2BFA2840824EDD60,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2025,SignOff,3,91,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,8.5,3.0,0.25,0.25,false,false,false,12.25,8.5,3.25,1,0.2,0.76,15,false,false,false,0.952,49.5,47.1,18,false,false,false,false,CONS,true
JP-2022-001232,8E252DC55A5CC528,TLC-ENT,TLC-SURG,Surgery,ENT,2022,SignOff,3,63,9.75,9.75,2340,240,FullTime,Consultant,true,false,false,true,9.75,7.25,2.25,0.25,0.0,false,false,false,10.25,7.5,2.5,2,0.18,0.77,25,false,false,false,0.766,35.5,27.2,9,false,false,false,false,CONS,true
JP-2022-001233,C0202DF240545DBD,TLC-DERM,TLC-MED,Medicine,Dermatology,2022,Discussion,2,27,10.5,10.5,2520,240,FullTime,Consultant,true,true,false,true,10.5,8.5,2.0,0.0,0.0,false,false,true,9.75,8.75,2.0,1,0.18,0.78,5,false,false,false,0.997,29.4,29.3,8,false,false,false,false,CONS,true
JP-2024-001234,0F0E0A4FB37B3E95,TLC-RENAL,TLC-MED,Medicine,Renal,2024,Locked,4,34,11.5,11.5,2760,240,FullTime,SAS,true,false,false,true,11.5,8.5,2.0,0.5,0.5,true,false,true,11.5,8.5,2.0,1,0.21,0.73,7,true,false,false,1.033,35.9,37.1,4,false,false,false,false,SAS,false
JP-2026-001235,96DB50EEE712B042,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2026,Draft,1,8,8.0,8.0,1920,240,PartTime,SAS,true,false,false,true,8.0,6.0,1.25,0.0,0.75,true,false,false,7.75,6.0,1.25,2,0.17,0.79,35,false,false,false,0.83,44.0,36.5,4,false,false,false,false,SAS,false
JP-2024-001236,C88CF4B5ACCB122C,TLC-DERM,TLC-MED,Medicine,Dermatology,2024,Discussion,2,21,9.5,9.5,2280,240,PartTime,Consultant,true,false,false,true,9.5,7.5,1.5,0.5,0.0,true,false,true,9.5,7.5,1.25,1,0.18,0.78,11,false,false,false,1.047,27.4,28.7,3,false,false,false,false,CONS,true
JP-2026-001237,423503DBFF85B95B,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2026,Discussion,2,17,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,8.5,3.5,0.0,0.0,false,false,false,11.25,9.5,1.75,1,0.17,0.79,28,false,true,false,0.986,43.9,43.3,9,false,false,false,false,CONS,true
JP-2023-001238,74BBEB022CC347AD,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2023,SignOff,3,26,10.25,10.25,2460,240,FullTime,SAS,true,false,false,true,10.25,8.25,1.75,0.25,0.0,false,false,false,10.75,8.5,1.75,2,0.18,0.78,25,false,false,false,1.004,52.4,52.6,5,false,false,false,false,SAS,false
JP-2022-001239,B6C3434C0C2A248F,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2022,Discussion,2,60,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,8.25,1.5,0.25,0.0,true,false,false,10.5,8.75,1.0,1,0.18,0.78,10,false,false,false,0.929,45.3,42.1,26,false,false,false,false,CONS,true
JP-2022-001240,4942A78180EC47CC,TLC-UROL,TLC-SURG,Surgery,Urology,2022,Draft,1,47,10.75,10.75,2580,240,FullTime,Consultant,true,false,false,true,10.75,7.5,2.75,0.5,0.0,true,false,false,10.5,7.75,2.5,1,0.19,0.76,19,false,false,false,1.023,35.1,35.9,36,false,true,false,false,CONS,true
JP-2026-001241,751B6EB943C8D28E,TLC-DERM,TLC-MED,Medicine,Dermatology,2026,Discussion,2,27,10.25,10.25,2460,240,FullTime,Consultant,true,false,false,true,10.25,7.0,2.5,0.25,0.5,false,true,true,10.0,7.75,1.75,1,0.18,0.78,10,false,false,false,1.025,35.3,36.2,2,false,false,false,true,CONS,true
JP-2023-001242,6E6F3339B279BFB9,TLC-RENAL,TLC-MED,Medicine,Renal,2023,Discussion,2,15,12.0,12.0,2880,240,FullTime,Associate Specialist,true,false,false,true,12.0,8.0,3.5,0.5,0.0,false,false,true,12.25,8.0,3.5,1,0.21,0.73,27,true,true,false,0.918,27.9,25.6,9,false,false,false,true,ASSOCSPEC,false
JP-2025-001243,98362C6BDBF227F7,TLC-ENT,TLC-SURG,Surgery,ENT,2025,Locked,4,40,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,6.75,1.75,0.25,1.25,true,true,true,9.5,6.5,1.25,1,0.18,0.77,28,false,false,false,1.049,30.9,32.4,9,false,false,false,false,CONS,true
JP-2026-001244,4CDDDEE7D828ACBE,TLC-UROL,TLC-SURG,Surgery,Urology,2026,Discussion,2,11,10.25,10.25,2460,240,FullTime,Consultant,true,false,true,true,10.25,7.5,2.75,0.0,0.0,false,false,true,10.5,7.5,3.25,1,0.19,0.76,28,false,false,false,0.927,41.3,38.3,7,false,false,false,false,CONS,true
JP-2024-001245,72B531CC9921D4F2,TLC-NEURO,TLC-MED,Medicine,Neurology,2024,Draft,1,73,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,false,10.0,6.0,2.25,0.0,1.75,true,false,false,9.25,6.25,2.5,1,0.21,0.73,33,false,false,true,0.991,32.4,32.1,16,false,true,false,false,CONS,true
JP-2024-001246,7B94616993C386A6,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2024,Discussion,2,35,12.0,12.0,2880,240,FullTime,Consultant,true,false,false,true,12.0,8.75,2.25,0.0,1.0,false,false,false,11.75,8.75,2.75,1,0.2,0.75,32,false,false,false,0.744,40.2,29.9,2,false,true,false,false,CONS,true
JP-2025-001247,4CDDDEE7D828ACBE,TLC-UROL,TLC-SURG,Surgery,Urology,2025,Draft,1,18,5.75,5.75,1380,240,PartTime,Consultant,false,false,false,false,5.75,3.5,1.75,0.5,0.0,false,false,true,5.5,4.25,0.25,1,0.19,0.76,16,false,true,true,1.021,37.5,38.3,6,false,false,false,false,CONS,true
JP-2023-001248,18D91A9188E0CD49,TLC-GASTRO,TLC-MED,Medicine,Gastroenterology,2023,Locked,4,103,9.5,9.5,2280,240,PartTime,Consultant,false,false,false,true,9.5,7.0,2.25,0.25,0.0,false,false,false,9.5,7.25,2.0,2,0.2,0.75,5,false,false,false,0.955,35.4,33.8,2,false,true,false,false,CONS,true
JP-2026-001249,9B14C62FCA0ABE34,TLC-NEURO,TLC-MED,Medicine,Neurology,2026,Draft,1,13,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,7.25,2.5,0.75,0.0,true,false,true,11.0,7.25,2.75,1,0.21,0.73,34,false,false,false,0.804,40.4,32.5,1,false,false,true,false,CONS,true
JP-2022-001250,8D355AE24BE0E3BC,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2022,Discussion,2,43,6.5,6.5,1560,240,PartTime,Consultant,true,false,true,false,6.5,4.75,1.25,0.5,0.0,false,true,false,6.5,5.0,1.5,1,0.18,0.78,29,false,false,true,,,,6,false,false,false,false,CONS,true
JP-2026-001251,ACD55C390C1F2A9D,TLC-RESP,TLC-MED,Medicine,Respiratory,2026,SignOff,3,34,8.25,8.25,1980,240,PartTime,Consultant,true,false,false,true,8.25,4.75,3.0,0.5,0.0,true,false,false,7.5,5.75,2.0,2,0.2,0.75,14,false,true,false,0.68,35.9,24.4,28,false,false,false,false,CONS,true
JP-2025-001252,8ED84E93E682B724,TLC-ANAES,TLC-SURG,Surgery,Anaesthetics,2025,Discussion,2,28,10.0,10.0,2400,240,FullTime,Consultant,true,false,false,true,10.0,7.25,1.5,0.5,0.75,false,false,true,9.75,7.0,1.75,2,0.17,0.79,8,false,false,false,1.004,48.4,48.6,5,false,false,true,false,CONS,true
JP-2025-001253,1B4C9F0480385D1D,TLC-UROL,TLC-SURG,Surgery,Urology,2025,SignOff,3,39,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,8.5,2.25,0.25,0.0,false,false,true,10.5,8.5,2.25,1,0.19,0.76,33,false,false,false,1.019,42.5,43.3,9,false,false,false,false,CONS,true
JP-2026-001254,79D6FC183FF96460,TLC-RENAL,TLC-MED,Medicine,Renal,2026,Discussion,2,11,10.75,10.75,2580,240,FullTime,Consultant,true,false,true,true,10.75,7.75,2.25,0.0,0.75,true,true,false,10.25,7.75,2.0,1,0.21,0.73,12,false,false,false,0.991,34.6,34.3,2,false,false,false,false,CONS,true
JP-2024-001255,F52A14A2F3788901,TLC-GENSURG,TLC-SURG,Surgery,General Surgery,2024,Discussion,2,38,10.5,10.5,2520,240,FullTime,SAS,true,false,false,true,10.5,7.75,2.75,0.0,0.0,false,false,true,9.75,7.5,3.0,2,0.18,0.78,14,false,true,false,0.934,50.2,46.9,4,false,false,false,false,SAS,false
JP-2025-001256,95F0DD886B6534C7,TLC-DERM,TLC-MED,Medicine,Dermatology,2025,SignOff,3,54,9.5,9.5,2280,240,FullTime,Consultant,true,false,false,true,9.5,5.75,3.5,0.25,0.0,true,false,false,9.25,7.0,2.25,1,0.18,0.78,30,false,true,false,0.914,24.3,22.2,8,false,false,true,false,CONS,true
JP-2023-001257,CF0689D8B09E0DBD,TLC-RESP,TLC-MED,Medicine,Respiratory,2023,Locked,4,109,9.75,9.75,2340,240,FullTime,SAS,true,false,false,true,9.75,7.25,2.25,0.25,0.0,true,false,false,9.0,6.75,2.0,1,0.2,0.75,21,false,false,false,0.695,37.4,26.0,8,false,false,false,true,SAS,false
JP-2025-001258,48E822CABF540617,TLC-ONC,TLC-MED,Medicine,Oncology,2025,SignOff,3,36,11.0,11.0,2640,240,FullTime,Associate Specialist,true,false,false,true,11.0,8.0,2.25,0.5,0.25,true,false,true,11.0,8.0,2.0,1,0.19,0.76,31,false,false,false,0.989,36.7,36.3,8,false,false,false,false,ASSOCSPEC,false
JP-2025-001259,25A9D30FAD824727,TLC-RENAL,TLC-MED,Medicine,Renal,2025,Discussion,2,16,12.75,12.75,3060,240,FullTime,Consultant,true,false,false,true,12.75,9.0,2.75,0.25,0.75,false,false,true,12.5,9.0,2.75,1,0.21,0.73,30,true,false,false,0.946,35.0,33.1,2,false,false,false,false,CONS,true
JP-2023-001260,7F512C08A4E42BC2,TLC-DERM,TLC-MED,Medicine,Dermatology,2023,SignOff,3,67,12.25,12.25,2940,240,FullTime,Consultant,true,false,false,true,12.25,9.75,2.0,0.25,0.25,false,false,false,12.25,10.0,1.75,1,0.18,0.78,6,true,false,false,1.041,34.2,35.6,4,false,false,false,false,CONS,true
JP-2026-001261,871135422DB1B17B,TLC-ONC,TLC-MED,Medicine,Oncology,2026,Discussion,2,18,8.25,8.25,1980,240,PartTime,Consultant,false,false,false,true,8.25,5.75,1.5,0.0,1.0,false,false,false,8.5,5.5,2.0,1,0.19,0.76,8,false,false,false,0.968,37.3,36.1,4,false,true,false,false,CONS,true
JP-2023-001262,49BBCE59FFCA0B72,TLC-RESP,TLC-MED,Medicine,Respiratory,2023,Draft,1,2,11.75,11.75,2820,240,FullTime,Consultant,true,false,false,true,11.75,9.0,2.75,0.0,0.0,true,false,false,12.25,9.0,2.75,1,0.2,0.75,14,false,false,false,0.701,38.5,27.0,0,false,true,false,false,CONS,true
JP-2026-001263,544C1BB203D34658,TLC-RESP,TLC-MED,Medicine,Respiratory,2026,Discussion,2,26,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,true,11.0,8.25,2.25,0.0,0.5,false,false,true,10.25,8.5,2.0,1,0.2,0.75,24,false,false,false,0.969,38.7,37.5,5,false,false,false,false,CONS,true
JP-2023-001264,F08F5D29BEA9CE9A,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2023,Discussion,2,17,12.25,12.25,2940,240,FullTime,Consultant,true,false,false,true,12.25,9.0,2.5,0.75,0.0,false,false,false,12.0,9.25,2.5,1,0.2,0.76,7,true,false,false,0.966,55.2,53.3,1,false,false,false,false,CONS,true
JP-2025-001265,FF54B75854F76BC8,TLC-CARD,TLC-MED,Medicine,Cardiology,2025,Draft,1,8,10.5,10.5,2520,240,FullTime,Consultant,true,false,false,true,10.5,8.0,2.25,0.25,0.0,false,false,false,10.25,8.0,2.5,1,0.22,0.74,32,false,false,false,0.975,47.2,46.0,3,false,false,false,false,CONS,true
JP-2026-001266,9C1A1830220EDA85,TLC-ONC,TLC-MED,Medicine,Oncology,2026,Discussion,2,43,11.0,11.0,2640,240,FullTime,Consultant,true,false,false,false,11.0,7.5,3.5,0.0,0.0,false,false,true,10.25,8.75,1.75,2,0.19,0.76,8,false,true,true,,,,5,false,false,false,true,CONS,true
JP-2026-001267,9A08B124CF0F47CA,TLC-ORTH,TLC-SURG,Surgery,Orthopaedics,2026,SignOff,3,92,11.5,11.5,2760,240,FullTime,Consultant,true,false,false,true,11.5,8.5,3.0,0.0,0.0,false,false,false,11.0,8.75,3.5,1,0.2,0.76,5,false,false,false,1.016,56.2,57.1,25,false,false,false,false,CONS,true
JP-2023-001268,F03C09FA5356915A,TLC-CARD,TLC-MED,Medicine,Cardiology,2023,Discussion,2,37,11.5,11.5,2760,240,PartTime,SAS,false,false,false,false,11.5,9.0,2.0,0.5,0.0,false,false,false,11.0,9.0,2.0,2,0.22,0.74,6,true,false,true,,,,7,false,false,false,true,SAS,false
JP-2024-001269,2246EF7703E194D5,TLC-ONC,TLC-MED,Medicine,Oncology,2024,SignOff,3,70,11.75,11.75,2820,240,FullTime,Consultant,true,false,false,true,11.75,9.0,2.25,0.5,0.0,false,false,true,12.25,9.25,2.25,2,0.19,0.76,30,false,false,false,0.987,30.7,30.3,7,false,false,false,false,CONS,true
